order_id,customer_name,product,quantity,unit_price,order_date,region
,Danita,Toyota,,26148.0,1/22/2023,
451.0,Dame,Hyundai,,24313.0,1/1/2023,Kenya
452.0,Kristien,Mazda,11.0,,11/1/2023,
453.0,Flor,Acura,,20199.0,1/14/2023,Tanzania
454.0,Hamlin,Mitsubishi,7.0,,2/1/2023,Uganda
455.0,Maurizia,Mercedes-Benz,1.0,25292.0,2/26/2023,Tanzania
456.0,Ginnie,Lincoln,5.0,21037.0,12/20/2023,
457.0,Tymon,,4.0,20859.0,8/13/2023,Tanzania
458.0,Wilfred,Chevrolet,,26000.0,7/14/2023,Tanzania
459.0,Otto,Dodge,19.0,23245.0,7/9/2023,Kenya
,Ingaberg,Mitsubishi,,26539.0,2/14/2023,Uganda
461.0,Lynett,,,,6/19/2023,Tanzania
,Rhys,,19.0,19579.0,5/13/2023,Tanzania
463.0,Loretta,Nissan,18.0,24511.0,12/7/2023,Uganda
464.0,Rayner,Lincoln,19.0,12603.0,1/22/2023,Tanzania
,Bennie,Ford,8.0,,9/22/2023,Uganda
,Keir,Mercedes-Benz,3.0,19280.0,6/5/2023,Kenya
467.0,Annissa,,,12915.0,9/5/2023,Tanzania
,Kirby,Ford,,28104.0,4/11/2023,Tanzania
469.0,Loni,Lincoln,9.0,,2/3/2023,Tanzania
470.0,Ulric,Maserati,4.0,,9/11/2023,Kenya
,Edythe,Chrysler,,18389.0,8/11/2023,Kenya
,Carlotta,Mercedes-Benz,18.0,17551.0,6/21/2023,Uganda
473.0,Cate,Dodge,,22597.0,11/6/2023,Tanzania
474.0,Caterina,Dodge,,22679.0,9/19/2023,Uganda
475.0,Conway,Suzuki,,25431.0,3/5/2023,Tanzania
,Christoforo,Dodge,7.0,21232.0,12/1/2023,Tanzania
477.0,Sutherlan,Land Rover,12.0,21433.0,9/12/2023,Tanzania
,Marvin,Chevrolet,19.0,21127.0,6/2/2023,Kenya
479.0,Marge,Geo,2.0,26513.0,3/30/2023,Tanzania
480.0,Conrade,Mercury,4.0,27662.0,7/25/2023,Uganda
481.0,Davie,Lincoln,,,10/5/2023,Kenya
482.0,Roxine,Ferrari,11.0,10035.0,7/20/2023,
483.0,Pansie,Volvo,,,8/24/2023,
,Franklin,Dodge,18.0,27517.0,2/7/2023,Kenya
,Bronny,Lexus,,,9/11/2023,
486.0,Meg,,,12810.0,11/1/2023,Kenya
487.0,Rani,,,,1/4/2023,
,Chane,Nissan,,25323.0,11/8/2023,
,Cristal,Mitsubishi,9.0,25464.0,2/11/2023,Kenya
,Maxie,Oldsmobile,1.0,13686.0,10/4/2023,Tanzania
491.0,Barbe,Suzuki,,11068.0,10/4/2023,Tanzania
492.0,Gilligan,Chevrolet,,,5/5/2023,
493.0,Ashlee,Acura,6.0,21837.0,12/20/2023,Tanzania
494.0,Padget,Ford,8.0,18688.0,2/6/2023,Kenya
,Ray,,,15372.0,9/8/2023,Tanzania
,Faun,Mazda,18.0,16485.0,7/13/2023,Tanzania
497.0,Denice,Ford,8.0,20216.0,3/7/2023,Tanzania
498.0,Aristotle,BMW,18.0,,8/7/2023,Tanzania
,Arri,,,23264.0,7/16/2023,Uganda
,Riobard,,12.0,24355.0,10/8/2023,Kenya
,Marla,Lotus,3.0,10809.0,7/2/2023,Kenya
502.0,Susann,Toyota,,17871.0,11/21/2023,
503.0,Zoe,Plymouth,5.0,21739.0,5/20/2023,
504.0,Marc,Honda,,23058.0,6/10/2023,Kenya
505.0,Thaxter,Mazda,10.0,24683.0,9/13/2023,Tanzania
506.0,Kerwin,Honda,4.0,24620.0,11/30/2023,Tanzania
,Padriac,,,24594.0,11/19/2023,Uganda
,Kai,Dodge,7.0,11778.0,8/29/2023,Tanzania
509.0,Ursulina,Dodge,,,1/7/2023,Tanzania
510.0,Anna,Mitsubishi,11.0,17817.0,4/5/2023,Tanzania
511.0,Tatiana,,,14350.0,8/15/2023,Tanzania
512.0,Trixy,Hyundai,,,5/9/2023,Kenya
,Yancey,,,,1/4/2023,Uganda
,Curtice,Mercedes-Benz,12.0,,7/18/2023,Kenya
515.0,Nathanael,Infiniti,4.0,23552.0,8/18/2023,Kenya
516.0,Skippy,Isuzu,19.0,10626.0,12/14/2023,Kenya
,Alanson,Mitsubishi,,21684.0,1/23/2023,Uganda
518.0,Sergei,Lotus,20.0,16774.0,6/19/2023,Tanzania
519.0,Karlotta,,9.0,16267.0,5/24/2023,Tanzania
,Camellia,Mitsubishi,,15433.0,11/21/2023,Kenya
521.0,Elly,Mercury,,15472.0,8/7/2023,Tanzania
522.0,Sydney,Ford,10.0,15255.0,9/24/2023,Tanzania
523.0,Benoit,Ford,,11556.0,11/17/2023,Kenya
524.0,Freda,,18.0,12024.0,4/27/2023,Kenya
525.0,Cherise,Ford,,21948.0,4/15/2023,Tanzania
526.0,Nina,,,15136.0,12/15/2023,Kenya
527.0,Huntlee,Toyota,9.0,20637.0,4/6/2023,
528.0,Dewie,,,,5/30/2023,Tanzania
,Sile,,,29463.0,2/19/2023,Tanzania
530.0,Jakob,Toyota,,,1/4/2023,Tanzania
531.0,Xylia,,10.0,15028.0,9/23/2023,Kenya
,Francoise,,,15010.0,5/30/2023,Uganda
,Philis,Ford,8.0,,4/13/2023,Uganda
,Baryram,Nissan,,,6/27/2023,Tanzania
,Harcourt,Mazda,,24231.0,9/28/2023,Tanzania
,Gael,Ford,8.0,14771.0,9/27/2023,
537.0,Serge,BMW,9.0,,6/6/2023,Tanzania
538.0,Melesa,Mercedes-Benz,,13556.0,3/18/2023,Uganda
,Roselin,GMC,,,2/7/2023,Uganda
540.0,Dorolice,Nissan,,,5/30/2023,
541.0,Melissa,Chevrolet,,22837.0,10/5/2023,Uganda
542.0,Christoper,Ford,,12112.0,11/20/2023,
543.0,Dannel,Dodge,9.0,12454.0,1/14/2023,Uganda
544.0,Minni,Chevrolet,15.0,,6/22/2023,Kenya
545.0,Ingrim,,3.0,,3/4/2023,
546.0,Maryanna,BMW,7.0,28826.0,7/12/2023,Tanzania
547.0,Maryjane,Lexus,11.0,10917.0,5/7/2023,Tanzania
548.0,Clari,Ford,15.0,12874.0,1/26/2023,Uganda
549.0,Hollie,Volvo,18.0,22937.0,9/5/2023,Kenya
,Adriane,Audi,10.0,,7/6/2023,
551.0,Joeann,Suzuki,16.0,18758.0,5/6/2023,
552.0,Lenna,Infiniti,1.0,26627.0,3/4/2023,Tanzania
553.0,Daisey,,4.0,17642.0,9/13/2023,
554.0,Peri,Ferrari,12.0,19816.0,2/1/2023,Uganda
555.0,Caterina,,4.0,11084.0,8/17/2023,Uganda
556.0,Elwyn,Hyundai,10.0,28183.0,8/3/2023,Uganda
557.0,Ashia,,4.0,22499.0,3/17/2023,
558.0,Cele,Mercedes-Benz,2.0,20760.0,10/6/2023,Kenya
559.0,Danell,,8.0,16543.0,1/11/2023,Tanzania
560.0,Ursulina,,2.0,15763.0,8/25/2023,Uganda
,Gertrudis,Plymouth,,18048.0,8/26/2023,Kenya
562.0,Kristy,Nissan,6.0,,1/21/2023,
,Dilan,Chevrolet,3.0,23029.0,11/2/2023,Uganda
564.0,Reeta,,,12697.0,9/1/2023,Uganda
,Tiffie,Chevrolet,16.0,16251.0,5/29/2023,Tanzania
566.0,Nola,,11.0,21528.0,6/28/2023,Tanzania
567.0,Micheil,Audi,,13834.0,11/3/2023,Tanzania
568.0,Odella,Mitsubishi,,,5/2/2023,Uganda
569.0,Janenna,Hummer,,17248.0,8/22/2023,Uganda
570.0,Merrick,Mercury,1.0,20241.0,10/23/2023,
571.0,Ivette,Buick,10.0,17515.0,2/16/2023,Uganda
572.0,Zondra,GMC,5.0,13138.0,4/14/2023,Tanzania
,Chickie,Spyker,18.0,,5/31/2023,
,Toma,Volvo,3.0,14367.0,8/28/2023,Tanzania
575.0,Fanchon,Isuzu,,,10/20/2023,Tanzania
,Filberto,Infiniti,,24488.0,4/22/2023,Uganda
577.0,Gena,Chevrolet,,11313.0,3/30/2023,Uganda
578.0,Lance,Volkswagen,,23690.0,3/22/2023,
579.0,Glori,Honda,,21897.0,12/26/2023,
580.0,Natka,Ford,18.0,29763.0,12/23/2023,
581.0,Elijah,,,21012.0,5/31/2023,Tanzania
582.0,Lisabeth,Jaguar,20.0,15434.0,4/21/2023,Kenya
,Verina,,15.0,27735.0,10/15/2023,Tanzania
584.0,Dee dee,Toyota,8.0,26063.0,12/17/2023,Uganda
585.0,Madelena,Plymouth,,29167.0,7/25/2023,Kenya
,Kathe,Nissan,7.0,,12/28/2023,Kenya
587.0,Kris,Nissan,9.0,16052.0,11/12/2023,Kenya
,Zora,Plymouth,19.0,27427.0,5/6/2023,
589.0,Thibaud,Mazda,5.0,28422.0,4/12/2023,Uganda
590.0,Fred,Nissan,20.0,27948.0,1/26/2023,Kenya
591.0,Colette,Chevrolet,,24049.0,3/21/2023,
592.0,Louis,Plymouth,16.0,,2/15/2023,Tanzania
,Lyndy,Pontiac,13.0,16473.0,9/23/2023,Tanzania
,Consuelo,Infiniti,,24261.0,7/21/2023,Kenya
,Katey,Pontiac,,25714.0,7/8/2023,Tanzania
596.0,Amble,Chevrolet,20.0,25856.0,8/7/2023,Kenya
,Erica,Mercedes-Benz,,22967.0,9/6/2023,Kenya
598.0,Vanna,Ford,,15509.0,1/30/2023,Tanzania
,Lonnie,Nissan,15.0,19297.0,10/19/2023,Kenya
600.0,Lexine,Chevrolet,19.0,22097.0,7/7/2023,Tanzania
601.0,Honoria,Jeep,,21448.0,4/9/2023,Uganda
602.0,Fair,Toyota,5.0,,2/8/2023,Uganda
603.0,Georgiana,Mercedes-Benz,8.0,17377.0,1/19/2023,Kenya
604.0,Sheppard,Ford,1.0,13381.0,9/30/2023,
605.0,Elsey,Spyker,,14667.0,3/1/2023,
,Melissa,,2.0,,7/20/2023,Tanzania
607.0,Editha,Buick,16.0,27590.0,2/4/2023,Uganda
,Kikelia,Ford,3.0,,7/22/2023,Uganda
609.0,Kathrine,Pontiac,9.0,26502.0,10/2/2023,Uganda
610.0,Jon,Geo,,26963.0,9/10/2023,Tanzania
611.0,Cherlyn,Lexus,17.0,,12/11/2023,Kenya
612.0,Forester,Chevrolet,19.0,25879.0,11/4/2023,
,Josee,Mitsubishi,4.0,24923.0,11/23/2023,
614.0,Abdel,,13.0,21230.0,2/13/2023,Kenya
615.0,Benoit,Lexus,,19425.0,8/10/2023,Tanzania
616.0,Vivienne,Honda,9.0,13668.0,1/21/2023,
617.0,Rafi,Ford,1.0,20573.0,9/21/2023,Kenya
,Sammy,Subaru,4.0,27557.0,8/21/2023,Uganda
619.0,Jean,Buick,,10081.0,7/1/2023,Tanzania
620.0,Dario,Audi,,20481.0,11/7/2023,
,Ferris,Hyundai,,25224.0,12/25/2023,Tanzania
622.0,Philomena,Audi,,19904.0,12/27/2023,Uganda
,Lazar,GMC,,10999.0,4/12/2023,Tanzania
624.0,Wilmar,BMW,,11683.0,4/5/2023,Tanzania
625.0,Franciskus,GMC,2.0,,8/3/2023,Kenya
626.0,Niles,,16.0,,12/23/2023,Uganda
627.0,Sheilah,,,,10/10/2023,Uganda
628.0,Jose,Chevrolet,17.0,,1/4/2023,Kenya
,Peggie,Suzuki,,10642.0,12/11/2023,
,Moe,BMW,,25106.0,1/20/2023,Kenya
631.0,Kelley,Acura,19.0,18087.0,11/17/2023,Uganda
632.0,Roderic,Mitsubishi,,,9/17/2023,
,Izabel,,,23584.0,7/7/2023,
634.0,Ryann,Hyundai,,27666.0,10/3/2023,Kenya
,Ambrose,Mazda,17.0,11250.0,1/25/2023,
636.0,Carlina,Cadillac,,28761.0,4/13/2023,Uganda
,Broddy,,,13659.0,6/28/2023,
638.0,Meridith,Kia,9.0,11476.0,5/2/2023,
,Maxy,Honda,,25978.0,3/27/2023,Tanzania
640.0,Reine,,1.0,18918.0,5/8/2023,Uganda
641.0,Alvis,,8.0,12755.0,11/12/2023,Tanzania
642.0,Rosetta,Infiniti,,14947.0,5/28/2023,Kenya
643.0,Christa,Ford,6.0,10979.0,11/18/2023,Tanzania
,Janeczka,,,18233.0,10/1/2023,Uganda
,Ricoriki,,9.0,25831.0,9/8/2023,Kenya
646.0,Syman,Chevrolet,,,3/30/2023,Tanzania
647.0,Hughie,Hyundai,,,7/21/2023,Uganda
648.0,Christos,,7.0,24864.0,5/28/2023,Kenya
,Fleur,Mercedes-Benz,1.0,,11/10/2023,Uganda
650.0,Jeniece,Kia,,,4/27/2023,Tanzania
,Andeee,Infiniti,8.0,15639.0,8/27/2023,Tanzania
652.0,Ruddy,,9.0,11825.0,5/14/2023,
,Doyle,Jaguar,,22772.0,10/21/2023,Uganda
,Margaretha,,,22442.0,5/17/2023,Kenya
655.0,Barnaby,Lexus,,26445.0,8/21/2023,Uganda
656.0,Agata,Dodge,,10835.0,1/26/2023,Kenya
657.0,Cassy,Dodge,,14845.0,10/11/2023,
658.0,Renado,Subaru,,,2/7/2023,Kenya
659.0,Marilyn,,,,10/25/2023,
660.0,Damien,Mercedes-Benz,,29571.0,9/16/2023,Kenya
661.0,Arman,Dodge,15.0,25248.0,8/9/2023,Kenya
662.0,Brooks,,20.0,26280.0,9/14/2023,Kenya
663.0,Merwyn,Nissan,3.0,13729.0,7/27/2023,
,Shannah,,14.0,18202.0,2/25/2023,
,Tobe,Chevrolet,,23681.0,9/19/2023,Kenya
666.0,Clemmie,MINI,10.0,,3/31/2023,Uganda
,Bernard,Toyota,4.0,16894.0,4/26/2023,Tanzania
668.0,Engracia,,,,10/4/2023,Kenya
,Shelba,Volkswagen,,29339.0,7/24/2023,
670.0,Marci,Porsche,9.0,,12/17/2023,Kenya
671.0,Charlton,Chevrolet,,28172.0,3/30/2023,
,Arvy,Isuzu,8.0,,9/16/2023,Uganda
673.0,Tobey,Suzuki,6.0,,5/19/2023,
674.0,Garrard,Volkswagen,,12724.0,2/23/2023,Tanzania
675.0,Cazzie,Isuzu,20.0,10671.0,1/17/2023,Tanzania
676.0,Ludvig,Lincoln,7.0,10400.0,5/13/2023,Tanzania
677.0,Basil,,19.0,11841.0,5/21/2023,Tanzania
678.0,Brucie,Ford,6.0,26658.0,1/29/2023,Uganda
679.0,Colas,Ford,1.0,18819.0,4/3/2023,
,Edgar,Mitsubishi,,29601.0,2/14/2023,
,Pieter,Mercury,12.0,28420.0,9/16/2023,Tanzania
682.0,Farand,Mazda,5.0,11751.0,8/26/2023,Kenya
683.0,Lacey,Honda,,23835.0,2/1/2023,
684.0,Carole,Volvo,,15523.0,5/19/2023,
685.0,Stanislaw,,,22612.0,6/28/2023,Tanzania
686.0,Aggie,Kia,1.0,29111.0,8/22/2023,Uganda
687.0,Dorris,Toyota,,28934.0,1/1/2023,
,Emmey,Cadillac,3.0,,9/11/2023,
,Esmaria,,11.0,14831.0,4/21/2023,Kenya
,Lark,Chevrolet,17.0,25357.0,6/12/2023,
,Timi,Chevrolet,6.0,21190.0,3/12/2023,
692.0,Renelle,,1.0,24142.0,10/3/2023,Tanzania
,Nariko,Mercury,11.0,27793.0,8/21/2023,Kenya
694.0,Job,Dodge,17.0,,10/28/2023,Uganda
695.0,Halimeda,Audi,,18952.0,3/30/2023,
696.0,Simmonds,Volkswagen,13.0,19596.0,7/14/2023,
697.0,Gayelord,BMW,,10457.0,7/10/2023,Tanzania
698.0,Philippa,Jeep,,,2/12/2023,Uganda
699.0,Petunia,,17.0,21930.0,4/23/2023,Uganda
,Dino,,,,2/14/2023,
,Ethelred,Chevrolet,,,9/16/2023,
,Hilde,Ford,,21469.0,9/3/2023,Tanzania
703.0,Elmore,Honda,,,5/29/2023,Uganda
,Jenelle,Honda,17.0,15719.0,7/3/2023,Tanzania
705.0,Reece,,20.0,,9/4/2023,Kenya
,Terese,Maybach,,16709.0,11/24/2023,Tanzania
707.0,Gerardo,Peugeot,,,5/6/2023,
708.0,Hyacinthia,,,25163.0,10/9/2023,Tanzania
,Maryann,,19.0,16232.0,6/18/2023,Kenya
710.0,Andee,Jeep,,,5/24/2023,Uganda
711.0,Celestyn,BMW,1.0,,3/2/2023,
712.0,Caz,,8.0,,7/5/2023,Uganda
713.0,Tomkin,,2.0,26855.0,5/18/2023,Tanzania
714.0,Jacquelin,GMC,19.0,20598.0,8/11/2023,
715.0,Perl,,,19775.0,3/3/2023,Kenya
716.0,Celisse,Mercury,,27960.0,9/9/2023,Tanzania
717.0,Joete,Plymouth,11.0,27738.0,5/22/2023,Tanzania
718.0,Evania,Hyundai,20.0,11792.0,6/4/2023,Kenya
719.0,Griz,Ford,,,9/27/2023,Tanzania
720.0,Piotr,GMC,,12537.0,4/8/2023,Kenya
,Shaine,Dodge,19.0,24805.0,7/2/2023,Kenya
722.0,Skell,Volkswagen,,,12/5/2023,Uganda
723.0,Milty,,17.0,18351.0,12/1/2023,Kenya
724.0,Augustine,Hyundai,,21874.0,6/6/2023,Tanzania
725.0,Nancie,Ford,11.0,,7/15/2023,Tanzania
726.0,Cassandre,Pontiac,4.0,27190.0,3/10/2023,
,Skipton,Dodge,9.0,23039.0,1/28/2023,Tanzania
728.0,Prince,Lexus,13.0,21424.0,1/12/2023,Uganda
729.0,Sylas,,17.0,17608.0,6/21/2023,
730.0,Petronella,,,19024.0,8/25/2023,
731.0,Goddart,Toyota,,12657.0,2/20/2023,Kenya
732.0,Codi,Porsche,5.0,15506.0,9/27/2023,Uganda
733.0,Dillie,Pontiac,,,1/17/2023,Kenya
,Elvera,Nissan,,16275.0,3/16/2023,Tanzania
735.0,Petunia,Dodge,,16485.0,11/16/2023,Uganda
736.0,Bria,Acura,14.0,22079.0,1/8/2023,Kenya
737.0,Ben,,12.0,18104.0,7/22/2023,
738.0,Ty,Mazda,3.0,21765.0,3/19/2023,Uganda
739.0,Ganny,,15.0,10607.0,8/31/2023,Tanzania
,Vyky,Hyundai,6.0,11976.0,8/3/2023,Tanzania
,Vikky,,,14742.0,6/10/2023,
,Jeremias,Toyota,12.0,26498.0,10/5/2023,Uganda
743.0,Jessi,GMC,10.0,11877.0,7/26/2023,Tanzania
744.0,Danya,,17.0,12379.0,6/29/2023,Uganda
,Timothea,,,14585.0,7/5/2023,Tanzania
,Etienne,,6.0,,6/27/2023,Tanzania
747.0,Harriette,,1.0,18475.0,4/30/2023,Uganda
748.0,Aimee,Chevrolet,,,10/10/2023,Uganda
749.0,Cleon,Mazda,15.0,,2/14/2023,Kenya
750.0,Gabbie,BMW,4.0,14134.0,7/18/2023,Kenya
,Worth,BMW,,10786.0,9/2/2023,Uganda
752.0,Madalyn,Mercedes-Benz,3.0,,11/19/2023,Kenya
,Cindi,Dodge,16.0,20635.0,12/22/2023,
,Mahmud,GMC,,19383.0,1/24/2023,
755.0,Darren,,,19447.0,2/6/2023,
,Giralda,Jeep,10.0,,12/29/2023,Uganda
757.0,Roby,Ford,,14817.0,4/2/2023,Tanzania
758.0,Birdie,,3.0,11917.0,11/18/2023,Tanzania
759.0,Vallie,Acura,,27883.0,11/9/2023,Kenya
760.0,Mala,,7.0,17289.0,4/12/2023,
761.0,Emmy,Dodge,18.0,,7/21/2023,Tanzania
762.0,Mill,Ford,,13232.0,5/19/2023,Uganda
763.0,Wilfrid,Chevrolet,,20980.0,9/14/2023,Kenya
764.0,Ange,,,,9/20/2023,Tanzania
,Rudyard,Mercury,20.0,17039.0,9/12/2023,Tanzania
766.0,Aldrich,Toyota,,29529.0,7/30/2023,
,Crystie,Chevrolet,,23047.0,3/23/2023,Kenya
768.0,Norry,,5.0,19059.0,1/26/2023,Tanzania
,Desmund,,20.0,,11/7/2023,Tanzania
770.0,Jamison,,15.0,13841.0,10/10/2023,Uganda
771.0,Janna,Ford,,17693.0,6/18/2023,Uganda
,Blithe,,,19848.0,12/14/2023,
773.0,Timmy,Chevrolet,,11531.0,10/21/2023,Tanzania
,Christoforo,Buick,18.0,,4/2/2023,Kenya
775.0,Josi,Jeep,9.0,26567.0,11/4/2023,Uganda
776.0,Cyrillus,Ford,,28291.0,2/19/2023,Kenya
777.0,Booth,Subaru,,21496.0,7/8/2023,Tanzania
778.0,Laurens,,,29420.0,3/20/2023,Kenya
,Nelli,Volkswagen,,10355.0,8/5/2023,
780.0,Haleigh,Chevrolet,15.0,13951.0,12/30/2023,Uganda
781.0,Barry,Ford,9.0,16013.0,10/26/2023,Kenya
,Jere,Subaru,3.0,12718.0,9/5/2023,Uganda
,Fonsie,,18.0,20951.0,12/20/2023,Kenya
784.0,Clemmie,Cadillac,19.0,20620.0,4/14/2023,Uganda
,Hamilton,Mercury,9.0,10992.0,4/7/2023,Uganda
786.0,Gabriele,,10.0,27839.0,3/26/2023,Tanzania
787.0,Sibel,Dodge,1.0,25735.0,5/25/2023,Tanzania
,Louella,Nissan,,14495.0,7/30/2023,Kenya
789.0,Kalil,Dodge,10.0,29106.0,8/8/2023,
,Windy,,,23975.0,2/15/2023,Tanzania
,Jeromy,Kia,4.0,22440.0,2/25/2023,Tanzania
792.0,Eugenius,,,22013.0,3/8/2023,Uganda
,Teri,,,20052.0,11/14/2023,Uganda
794.0,Perry,Pontiac,,,12/28/2023,Kenya
795.0,Bianca,Mazda,6.0,21668.0,11/21/2023,
796.0,Ivory,Jaguar,,,2/3/2023,Tanzania
797.0,Stevie,Chevrolet,3.0,24315.0,1/21/2023,Uganda
,Tobit,MINI,,,4/26/2023,Tanzania
,Bettina,Chevrolet,7.0,28658.0,6/26/2023,Uganda
800.0,Lizzy,Chevrolet,15.0,16173.0,2/11/2023,Uganda
801.0,Gusella,,,,5/29/2023,Uganda
802.0,Remus,Chevrolet,18.0,10870.0,5/3/2023,Tanzania
803.0,Giselle,Toyota,20.0,10410.0,1/6/2023,Uganda
804.0,Chrysler,Aston Martin,5.0,25163.0,5/30/2023,Tanzania
,Granger,Subaru,,28820.0,5/4/2023,Uganda
806.0,Jamie,,5.0,25072.0,6/15/2023,Uganda
807.0,Konstantin,Dodge,4.0,,2/28/2023,Uganda
808.0,Ingunna,Mercury,8.0,,10/10/2023,Tanzania
809.0,Abbott,Suzuki,,23828.0,8/23/2023,Tanzania
810.0,Emile,Jensen,,,2/6/2023,Tanzania
,Hughie,Toyota,1.0,17266.0,11/9/2023,
812.0,Sandi,Nissan,8.0,18067.0,5/28/2023,Tanzania
813.0,Pip,Volkswagen,15.0,10390.0,1/23/2023,Tanzania
814.0,Hayley,,17.0,,9/23/2023,Tanzania
,Marieann,GMC,,,5/24/2023,Kenya
816.0,Meghan,Kia,10.0,,9/1/2023,Uganda
817.0,Fitz,Volvo,,,10/4/2023,Tanzania
818.0,Karola,Mercury,,26933.0,6/13/2023,Tanzania
819.0,Tiena,,8.0,28546.0,7/17/2023,Uganda
820.0,Ingra,,5.0,17641.0,3/18/2023,Tanzania
821.0,Tomaso,,6.0,26265.0,3/22/2023,
822.0,Margareta,Chevrolet,2.0,26047.0,8/13/2023,Tanzania
823.0,Maryanne,Porsche,1.0,24012.0,3/30/2023,Kenya
824.0,Agosto,,,15806.0,7/16/2023,Kenya
825.0,Vladamir,Ford,,22882.0,12/30/2023,Tanzania
826.0,Easter,Mercedes-Benz,,14496.0,8/11/2023,Tanzania
827.0,Beatrice,Eagle,,24976.0,4/19/2023,Tanzania
828.0,Robbie,Ford,,,8/18/2023,Tanzania
829.0,Phillie,BMW,,14263.0,4/24/2023,Tanzania
830.0,Hedvige,Ford,16.0,19876.0,4/19/2023,Tanzania
831.0,Dosi,Mitsubishi,9.0,,4/30/2023,
832.0,Concettina,Mercedes-Benz,14.0,11243.0,7/3/2023,Tanzania
833.0,Whitman,Audi,,22689.0,2/25/2023,Uganda
,Lillian,Mitsubishi,18.0,,12/10/2023,
835.0,Berthe,Honda,8.0,13757.0,12/11/2023,Kenya
836.0,Edan,,7.0,24709.0,11/8/2023,
837.0,Brody,Toyota,4.0,12144.0,10/21/2023,Tanzania
838.0,Inna,,5.0,11281.0,7/17/2023,Tanzania
839.0,Maddy,Ford,9.0,24303.0,12/26/2023,Tanzania
840.0,Wolfie,Audi,12.0,22622.0,11/27/2023,Tanzania
,Vidovik,Volvo,17.0,18701.0,7/13/2023,Tanzania
842.0,Sheffy,Buick,9.0,10542.0,1/28/2023,
843.0,Gonzales,Ford,8.0,24605.0,2/16/2023,Uganda
844.0,Quinta,Ford,,26791.0,7/16/2023,
845.0,Carlynn,Pontiac,,22490.0,3/4/2023,Uganda
846.0,Leena,Lexus,,,8/11/2023,Tanzania
847.0,Cornall,Ford,7.0,20199.0,6/12/2023,Uganda
,Kaine,Saab,8.0,28765.0,1/15/2023,Kenya
849.0,Bel,Porsche,6.0,29705.0,4/1/2023,
,Bettine,Mercedes-Benz,,,8/10/2023,Tanzania
,Margarethe,GMC,19.0,21338.0,7/28/2023,Kenya
852.0,Garold,Chevrolet,,13759.0,6/13/2023,Tanzania
853.0,Jaquenetta,Jaguar,,26974.0,6/16/2023,Kenya
,Emmet,Chevrolet,10.0,,3/23/2023,Uganda
855.0,Kennedy,Mitsubishi,,23714.0,10/27/2023,
,Tripp,,,29662.0,10/2/2023,Uganda
,Hazlett,GMC,4.0,17759.0,9/13/2023,Uganda
858.0,Celinka,Dodge,,11941.0,5/19/2023,Kenya
859.0,Shannen,Chevrolet,,15539.0,5/10/2023,Uganda
860.0,Randene,Chevrolet,,16088.0,6/10/2023,Kenya
,Reinold,,15.0,20603.0,2/17/2023,Uganda
,Edan,,,22208.0,10/28/2023,Uganda
863.0,Francklin,,9.0,12539.0,1/11/2023,Kenya
864.0,Mervin,Infiniti,19.0,,4/24/2023,Kenya
,Elwood,Infiniti,,,5/21/2023,
866.0,Rudiger,Suzuki,5.0,18545.0,6/13/2023,Uganda
,Shelton,Jeep,18.0,,6/22/2023,Kenya
,Amandi,Mercury,2.0,22191.0,7/28/2023,Kenya
869.0,Gothart,BMW,6.0,16725.0,10/9/2023,Kenya
870.0,Helen,Volkswagen,8.0,,6/4/2023,Kenya
871.0,Rab,,19.0,28393.0,4/26/2023,Tanzania
872.0,Markus,Lincoln,,,5/10/2023,Kenya
873.0,Colline,,15.0,18746.0,1/6/2023,Tanzania
874.0,Berta,Audi,7.0,22510.0,12/16/2023,
875.0,Brendon,Ford,,,1/8/2023,Kenya
,Jessika,Kia,,26041.0,11/15/2023,Tanzania
877.0,Consuela,Toyota,10.0,16954.0,2/21/2023,Uganda
878.0,Noe,Volkswagen,13.0,20574.0,10/20/2023,Kenya
,Kristo,Mercury,11.0,,9/22/2023,Uganda
,Fairlie,,8.0,19651.0,12/14/2023,
,Laurie,Nissan,6.0,10692.0,5/22/2023,
,Natka,Mazda,,18381.0,5/11/2023,Kenya
,Kylynn,Mercedes-Benz,,19760.0,10/12/2023,Kenya
884.0,Burlie,Rambler,,16472.0,5/5/2023,Uganda
885.0,Electra,Mitsubishi,3.0,,3/14/2023,
886.0,Latashia,Toyota,13.0,28850.0,3/14/2023,Kenya
887.0,Steffi,Jeep,,26771.0,1/14/2023,Uganda
888.0,Rozanne,Buick,17.0,21565.0,11/9/2023,Tanzania
889.0,Valli,Bentley,3.0,18999.0,10/7/2023,
890.0,Keelby,Lexus,9.0,27711.0,3/29/2023,Uganda
891.0,Yevette,,,13474.0,7/1/2023,Tanzania
,Thaine,Suzuki,18.0,15770.0,6/24/2023,Kenya
893.0,Bernadene,Chevrolet,2.0,27334.0,9/22/2023,Tanzania
894.0,Oby,Mitsubishi,,,5/12/2023,Uganda
895.0,Cass,Audi,8.0,19443.0,5/21/2023,Uganda
,Ninnette,Acura,8.0,20060.0,9/6/2023,Uganda
,Mallorie,,2.0,16970.0,2/23/2023,Uganda
898.0,Ricoriki,,11.0,,9/24/2023,Tanzania
899.0,Marlo,,,24839.0,6/25/2023,Tanzania
,Vinson,,,14692.0,10/26/2023,Kenya
901.0,Demetri,Pontiac,,13762.0,10/18/2023,Tanzania
